Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
Bm_chr11	5407565	5468120	Pi_chr10	10192511	10271865	cccccc
Bm_chr11	8610420	8649726	Pi_chr10	7978276	8008820	cccccc
Bm_chr11	18138694	18255760	Pi_chr10	1548393	1633970	cccccc
Bm_chr11	5898884	5959513	Pi_chr10	10709300	10777713	cccccc
Bm_chr11	14866394	14894358	Pi_chr10	2046096	2089265	cccccc
Bm_chr11	5769303	5806379	Pi_chr10	10595255	10641930	cccccc
Bm_chr11	16452895	16483006	Pi_chr10	3126296	3152687	cccccc
Bm_chr11	17932430	17957046	Pi_chr10	1392664	1411287	cccccc
Bm_chr11	18562772	18578740	Pi_chr10	1833416	1848243	cccccc
Bm_chr11	11217788	11257339	Pi_chr10	6119694	6147486	cccccc
Bm_chr11	17691645	17738439	Pi_chr10	1224975	1256201	cccccc
Bm_chr11	5207188	5214259	Pi_chr10	9997362	10007416	cccccc
Bm_chr11	17187146	17274590	Pi_chr10	3632964	3685910	cccccc
Bm_chr11	11948147	11989578	Pi_chr10	5689464	5730103	cccccc
Bm_chr11	16820564	16833718	Pi_chr10	3412211	3422670	cccccc
Bm_chr11	18867808	18905964	Pi_chr10	2022605	2041967	cccccc
Bm_chr11	17664188	17680114	Pi_chr10	3885949	3899867	cccccc
Bm_chr11	11897510	11908305	Pi_chr10	5760823	5764437	cccccc
Bm_chr11	5647244	5677030	Pi_chr10	10492547	10523111	cccccc
Bm_chr11	16243775	16260888	Pi_chr10	3024597	3032304	cccccc
Bm_chr11	11855984	11893567	Pi_chr10	5769346	5793027	cccccc
Bm_chr11	17588479	17611781	Pi_chr10	3848783	3856487	cccccc
Bm_chr11	18914936	18936831	Pi_chr10	27334	51181	cccccc
Bm_chr11	5971748	5979364	Pi_chr10	8635439	8642504	cccccc
Bm_chr11	6270427	6280911	Pi_chr10	8815249	8823271	cccccc
Bm_chr11	7439381	7476640	Pi_chr10	9665739	9697789	cccccc
Bm_chr11	17795573	17858255	Pi_chr10	1298346	1349494	cccccc
Bm_chr11	16342560	16401972	Pi_chr10	3068980	3084269	cccccc
Bm_chr11	13579264	14504024	Pi_chr10	4733005	4085762	cccccc
Bm_chr11	10667634	11131813	Pi_chr10	6547789	6209334	cccccc
Bm_chr11	13033111	13258798	Pi_chr10	5068162	4918882	cccccc
Bm_chr11	10097019	10476439	Pi_chr10	6968871	6688459	cccccc
Bm_chr11	9451472	9889594	Pi_chr10	7422737	7130201	cccccc
Bm_chr11	11190838	11480785	Pi_chr10	6163874	5992738	cccccc
Bm_chr11	19624828	19768430	Pi_chr10	566642	465150	cccccc
Bm_chr11	11884273	12379872	Pi_chr10	5779143	5439114	cccccc
Bm_chr11	20240358	20421623	Pi_chr10	165613	71484	cccccc
Bm_chr11	11634596	11791698	Pi_chr10	5946288	5830660	cccccc
Bm_chr11	12824199	12916646	Pi_chr10	5185038	5118736	cccccc
Bm_chr11	13772534	14304061	Pi_chr10	4605451	4211792	cccccc
Bm_chr11	8594223	8724982	Pi_chr10	8018332	7923218	cccccc
Bm_chr11	12587711	12739744	Pi_chr10	5332273	5238755	cccccc
Bm_chr11	8145218	8179030	Pi_chr10	8355485	8334188	cccccc
Bm_chr11	10531350	10598793	Pi_chr10	6637145	6586760	cccccc
Bm_chr11	8819287	8946724	Pi_chr10	7843057	7753400	cccccc
Bm_chr11	14564761	14726623	Pi_chr10	4050535	3950429	cccccc
Bm_chr11	14817965	14872626	Pi_chr10	2064007	2049729	cccccc
Bm_chr11	20060844	20097266	Pi_chr10	250365	234244	cccccc
Bm_chr11	9326433	9363776	Pi_chr10	7493121	7466423	cccccc
Bm_chr11	8450442	8487362	Pi_chr10	8121021	8096391	cccccc
Bm_chr11	9255056	9266517	Pi_chr10	7557631	7542335	cccccc
Bm_chr11	9944360	10008780	Pi_chr10	7092267	7038625	cccccc
Bm_chr11	7826836	7850968	Pi_chr10	8632469	8611211	cccccc
Bm_chr11	14791983	14812295	Pi_chr10	3909451	3903938	cccccc
Bm_chr11	11395212	11440725	Pi_chr10	6054623	6012065	cccccc
Bm_chr11	17930882	17930914	Pi_chr10	5415867	5414130	cccccc
Bm_chr11	11751035	11753499	Pi_chr10	5803556	5800796	cccccc
Bm_chr11	6933562	6938794	Pi_chr10	9265880	9263685	cccccc
Bm_chr11	10802832	10864293	Pi_chr10	6442521	6378978	cccccc
Bm_chr11	17930979	17930914	Pi_chr11	6254516	6254585	cccccc
Bm_chr11	15105269	15105414	Pi_chr13	1537320	1537184	cccccc
Bm_chr11	17931021	17930914	Pi_chr14	8118481	8118444	cccccc
Bm_chr11	13025605	13025526	Pi_chr16	2487037	2486954	cccccc
Bm_chr11	20404313	20420807	Pi_chr16	71602	48702	cccccc
Bm_chr11	13025603	13025608	Pi_chr19	8108269	8108274	cccccc
Bm_chr11	15105343	15105559	Pi_chr21	2237201	2281879	cccccc
Bm_chr11	13025470	13025603	Pi_chr24	1192258	1192083	cccccc
Bm_chr11	2752461	2991549	Pi_chr29	2658812	2890852	cccccc
Bm_chr11	1726269	1941922	Pi_chr29	1793524	1957778	cccccc
Bm_chr11	3006365	3090716	Pi_chr29	2996661	3093737	cccccc
Bm_chr11	61488	152712	Pi_chr29	751373	894371	cccccc
Bm_chr11	152542	251255	Pi_chr29	973759	1064572	cccccc
Bm_chr11	2350978	2444559	Pi_chr29	2372627	2454913	cccccc
Bm_chr11	691981	765317	Pi_chr29	1096630	1169046	cccccc
Bm_chr11	1947429	1989966	Pi_chr29	2016737	2079070	cccccc
Bm_chr11	3266818	3311209	Pi_chr29	2930554	2969240	cccccc
Bm_chr11	2632559	2648659	Pi_chr29	2593905	2609737	cccccc
Bm_chr11	886879	941106	Pi_chr29	1366433	1427844	cccccc
Bm_chr11	3683748	3725862	Pi_chr29	3700828	3738176	cccccc
Bm_chr11	4701764	4752728	Pi_chr29	3345065	3375924	cccccc
Bm_chr11	1353684	1481250	Pi_chr29	1558160	1641826	cccccc
Bm_chr11	508594	526536	Pi_chr29	423985	442744	cccccc
Bm_chr11	4269329	4281015	Pi_chr29	3160252	3169636	cccccc
Bm_chr11	1219488	1261477	Pi_chr29	1495691	1531954	cccccc
Bm_chr11	1833005	1916114	Pi_chr29	2006155	1928655	cccccc
Bm_chr11	4653682	4678849	Pi_chr29	4347983	4292596	cccccc
Bm_chr11	526691	628065	Pi_chr29	442902	283004	cccccc
Bm_chr11	322671	429694	Pi_chr29	536146	458944	cccccc
Bm_chr11	4343710	4385119	Pi_chr29	3324630	3289687	cccccc
Bm_chr11	4196477	4252555	Pi_chr29	3905800	3872484	cccccc
Bm_chr11	2734143	2752613	Pi_chr29	2674019	2658660	cccccc
Bm_chr11	634945	677598	Pi_chr29	1238404	1203401	cccccc
Bm_chr11	765105	773834	Pi_chr29	1169258	1159582	cccccc
Bm_chr11	4100708	4129309	Pi_chr29	3407176	3380260	cccccc
Bm_chr11	3788649	3849907	Pi_chr29	3690752	3636281	cccccc
Bm_chr11	4004741	4049119	Pi_chr29	3483172	3450629	cccccc
Bm_chr11	259570	268094	Pi_chr29	684170	673920	cccccc
Bm_chr11	5078858	5112953	Pi_chr29	4651679	4624374	cccccc
Bm_chr11	3346776	3448089	Pi_chr29	4140715	4057493	cccccc
Bm_chr11	3078309	3105127	Pi_chr29	3100357	3076250	cccccc
Bm_chr11	3510092	3514970	Pi_chr29	3235465	3229382	cccccc
Bm_chr11	881542	887091	Pi_chr29	1377799	1366221	cccccc
Bm_chr11	3243054	3258257	Pi_chr29	3126012	3108727	cccccc
Bm_chr11	4839593	4866987	Pi_chr29	4233929	4207956	cccccc
Bm_chr11	3521071	3565962	Pi_chr29	4030040	3998410	cccccc
Bm_chr11	18914936	18920341	NW_026525661.1	5122	1780	cccccc
Bm_chr11	17931021	17930914	NW_026525664.1	10891900	10891937	cccccc
Bm_chr12	3513082	3512956	Pi_chr2	1680112	1653502	cccccc
Bm_chr12	3513091	3513086	Pi_chr5	1499708	1499967	cccccc
Bm_chr12	9852685	9857350	Pi_chr5	4209294	4204065	cccccc
Bm_chr12	1493583	1493821	Pi_chr10	6443354	6443591	cccccc
Bm_chr12	7271090	7926532	Pi_chr16	6161177	6659077	cccccc
Bm_chr12	8429943	8510640	Pi_chr16	6953755	7005918	cccccc
Bm_chr12	14011908	14289436	Pi_chr16	1868149	2081961	cccccc
Bm_chr12	15329721	15430345	Pi_chr16	7317671	7364712	cccccc
Bm_chr12	10612469	10735233	Pi_chr16	7141076	7182554	cccccc
Bm_chr12	13746497	13887255	Pi_chr16	2525982	2620850	cccccc
Bm_chr12	13641631	13736814	Pi_chr16	5713845	5744070	cccccc
Bm_chr12	4738797	4830423	Pi_chr16	1584722	1665713	cccccc
Bm_chr12	2382819	2432713	Pi_chr16	8333794	8373032	cccccc
Bm_chr12	10527553	10559608	Pi_chr16	1810081	1840205	cccccc
Bm_chr12	10747849	10822854	Pi_chr16	3011606	3059333	cccccc
Bm_chr12	2048363	2084581	Pi_chr16	940068	974273	cccccc
Bm_chr12	4642851	4682457	Pi_chr16	1486669	1521928	cccccc
Bm_chr12	7123321	7140839	Pi_chr16	6121372	6134671	cccccc
Bm_chr12	7291269	7545476	Pi_chr16	6174780	6374680	cccccc
Bm_chr12	1093965	1104251	Pi_chr16	9371700	9381976	cccccc
Bm_chr12	2711694	2740200	Pi_chr16	8638385	8670824	cccccc
Bm_chr12	13412993	13460418	Pi_chr16	5640952	5667320	cccccc
Bm_chr12	16428267	16448538	Pi_chr16	8002569	8015976	cccccc
Bm_chr12	1491285	1514938	Pi_chr16	9178611	9229963	cccccc
Bm_chr12	8211493	8263404	Pi_chr16	6744981	6780069	cccccc
Bm_chr12	16532732	16536956	Pi_chr16	8055151	8059753	cccccc
Bm_chr12	12109541	12115890	Pi_chr16	7008070	7012332	cccccc
Bm_chr12	7960898	7964782	Pi_chr16	6812823	6815076	cccccc
Bm_chr12	10380266	10402483	Pi_chr16	4425520	4459050	cccccc
Bm_chr12	12992187	13002709	Pi_chr16	5492709	5497344	cccccc
Bm_chr12	12440105	12487694	Pi_chr16	5402185	5417754	cccccc
Bm_chr12	15932557	15938943	Pi_chr16	7688631	7693454	cccccc
Bm_chr12	14269354	14274929	Pi_chr16	2521231	2524511	cccccc
Bm_chr12	10128306	10135139	Pi_chr16	4593227	4596143	cccccc
Bm_chr12	4971455	4990055	Pi_chr16	1793568	1807198	cccccc
Bm_chr12	10641930	10694205	Pi_chr16	7149006	7162666	cccccc
Bm_chr12	7790961	7873991	Pi_chr16	6539435	6590857	cccccc
Bm_chr12	15628859	15676547	Pi_chr16	7481383	7522110	cccccc
Bm_chr12	8899363	9226848	Pi_chr16	5285122	5059093	cccccc
Bm_chr12	1517263	2036435	Pi_chr16	9068951	8675371	cccccc
Bm_chr12	11472086	11677982	Pi_chr16	2947925	2811497	cccccc
Bm_chr12	17217901	17518133	Pi_chr16	5940207	5747038	cccccc
Bm_chr12	11839228	12093230	Pi_chr16	2794649	2643355	cccccc
Bm_chr12	5446878	5652732	Pi_chr16	4058112	3903939	cccccc
Bm_chr12	2937369	3256143	Pi_chr16	883405	688098	cccccc
Bm_chr12	4993245	5185023	Pi_chr16	4357044	4270832	cccccc
Bm_chr12	10463157	10521194	Pi_chr16	4419930	4368102	cccccc
Bm_chr12	897654	1100410	Pi_chr16	9538828	9377881	cccccc
Bm_chr12	9988027	10209985	Pi_chr16	4686012	4566122	cccccc
Bm_chr12	8479898	8636065	Pi_chr16	6986282	6876394	cccccc
Bm_chr12	6986629	7123106	Pi_chr16	3138217	3061080	cccccc
Bm_chr12	9675839	9787393	Pi_chr16	4850040	4767406	cccccc
Bm_chr12	6268925	6369143	Pi_chr16	3496750	3413290	cccccc
Bm_chr12	10826655	10969775	Pi_chr16	6119557	6032443	cccccc
Bm_chr12	13890971	14039982	Pi_chr16	1913656	1855387	cccccc
Bm_chr12	4865629	4946584	Pi_chr16	1776637	1709518	cccccc
Bm_chr12	9864474	9929651	Pi_chr16	4736160	4692508	cccccc
Bm_chr12	12178739	12328291	Pi_chr16	7126275	7063844	cccccc
Bm_chr12	9492716	9560125	Pi_chr16	4962571	4916377	cccccc
Bm_chr12	8370946	8413945	Pi_chr16	6868135	6841170	cccccc
Bm_chr12	5777305	5967775	Pi_chr16	3826837	3685331	cccccc
Bm_chr12	10629928	10641748	Pi_chr16	7154935	7149188	cccccc
Bm_chr12	11382372	11409154	Pi_chr16	3010336	2989977	cccccc
Bm_chr12	8674648	8750083	Pi_chr16	5388625	5344778	cccccc
Bm_chr12	12382578	12435270	Pi_chr16	7039837	7016963	cccccc
Bm_chr12	15153947	15222443	Pi_chr16	2124077	2094302	cccccc
Bm_chr12	1193111	1276157	Pi_chr16	9295094	9231693	cccccc
Bm_chr12	14280698	14325278	Pi_chr16	2089547	2062509	cccccc
Bm_chr12	2824969	2871170	Pi_chr16	938781	909278	cccccc
Bm_chr12	11041370	11100736	Pi_chr16	5998064	5959809	cccccc
Bm_chr12	569296	669326	Pi_chr16	9779613	9698288	cccccc
Bm_chr12	12451889	12457972	Pi_chr16	1853058	1841743	cccccc
Bm_chr12	6906307	6925137	Pi_chr16	3174207	3162292	cccccc
Bm_chr12	12465394	12496101	Pi_chr16	5422178	5406464	cccccc
Bm_chr12	10417875	10442089	Pi_chr16	4537109	4530596	cccccc
Bm_chr12	14513384	14558481	Pi_chr16	2472201	2452842	cccccc
Bm_chr12	15258370	15311681	Pi_chr16	8265631	8239330	cccccc
Bm_chr12	7979177	8054474	Pi_chr16	6705272	6676505	cccccc
Bm_chr12	4081552	4150125	Pi_chr16	1480489	1397806	cccccc
Bm_chr12	14356588	14393353	Pi_chr16	2501301	2477336	cccccc
Bm_chr12	9277315	9287993	Pi_chr16	5040715	5037145	cccccc
Bm_chr12	17162167	17211213	Pi_chr16	7304767	7274152	cccccc
Bm_chr12	10567600	10578179	Pi_chr16	2628601	2622336	cccccc
Bm_chr12	4865627	4946021	Pi_chr16	1776635	1710102	cccccc
Bm_chr12	7926386	7965825	Pi_chr16	6658931	6614164	cccccc
Bm_chr12	300439	304292	Pi_chr16	9957152	9951904	cccccc
Bm_chr12	15037974	15062224	Pi_chr16	2185978	2175427	cccccc
Bm_chr12	3927078	3965189	Pi_chr16	254986	237184	cccccc
Bm_chr12	3751779	3827140	Pi_chr16	339651	294516	cccccc
Bm_chr12	8996659	9113553	Pi_chr16	5201064	5137415	cccccc
Bm_chr13	8995609	8996481	Pi_chr2	7445305	7444397	cccccc
Bm_chr13	8108184	10043520	Pi_chr4	5108808	6428744	cccccc
Bm_chr13	6095887	6945898	Pi_chr4	3884417	4427555	cccccc
Bm_chr13	7023388	7801768	Pi_chr4	4468227	4965922	cccccc
Bm_chr13	10742782	11256806	Pi_chr4	6860914	7213823	cccccc
Bm_chr13	17343652	17681533	Pi_chr4	11558050	11812602	cccccc
Bm_chr13	3144749	3512521	Pi_chr4	2235221	2455339	cccccc
Bm_chr13	12960894	13307743	Pi_chr4	8319382	8577030	cccccc
Bm_chr13	10237441	10551016	Pi_chr4	6555061	6776327	cccccc
Bm_chr13	11711888	12270830	Pi_chr4	7490234	7802352	cccccc
Bm_chr13	15933598	16177381	Pi_chr4	10396292	10567609	cccccc
Bm_chr13	13516147	13711443	Pi_chr4	8717787	8860393	cccccc
Bm_chr13	5264393	5379405	Pi_chr4	3434195	3513919	cccccc
Bm_chr13	5045651	5214239	Pi_chr4	3299874	3402243	cccccc
Bm_chr13	898953	1036487	Pi_chr4	802727	889441	cccccc
Bm_chr13	5683141	5836697	Pi_chr4	3643502	3742415	cccccc
Bm_chr13	11315830	11660468	Pi_chr4	7230759	7457738	cccccc
Bm_chr13	17197069	17286797	Pi_chr4	11424841	11501386	cccccc
Bm_chr13	4303732	4414852	Pi_chr4	2906796	2971370	cccccc
Bm_chr13	13830809	13902008	Pi_chr4	8932426	8974648	cccccc
Bm_chr13	8481734	8804853	Pi_chr4	5365561	5574535	cccccc
Bm_chr13	4889408	4929038	Pi_chr4	3205364	3231141	cccccc
Bm_chr13	2631249	2670543	Pi_chr4	1916112	1940129	cccccc
Bm_chr13	5946653	6016122	Pi_chr4	3810777	3862633	cccccc
Bm_chr13	2126768	2219259	Pi_chr4	1082857	1141895	cccccc
Bm_chr13	88374	114680	Pi_chr4	200209	221193	cccccc
Bm_chr13	10601917	10665804	Pi_chr4	6801161	6825562	cccccc
Bm_chr13	2802433	2879320	Pi_chr4	1999079	2041577	cccccc
Bm_chr13	579101	645434	Pi_chr4	559914	600827	cccccc
Bm_chr13	2501269	2510385	Pi_chr4	1827475	1836166	cccccc
Bm_chr13	12662891	12732716	Pi_chr4	8069512	8136490	cccccc
Bm_chr13	1103293	1126143	Pi_chr4	933699	950017	cccccc
Bm_chr13	7223523	7397958	Pi_chr4	4587450	4717041	cccccc
Bm_chr13	17116945	17132435	Pi_chr4	11347411	11360440	cccccc
Bm_chr13	12802453	12860829	Pi_chr4	8192118	8220805	cccccc
Bm_chr13	3811797	3818444	Pi_chr4	2633144	2645393	cccccc
Bm_chr13	1952108	2045297	Pi_chr4	1000826	1033183	cccccc
Bm_chr13	2430724	2446722	Pi_chr4	1774812	1783696	cccccc
Bm_chr13	2287427	2301101	Pi_chr4	1184204	1194252	cccccc
Bm_chr13	14450760	14501015	Pi_chr4	9550320	9601163	cccccc
Bm_chr13	15005389	15048304	Pi_chr4	9077222	9102905	cccccc
Bm_chr13	9529012	9605376	Pi_chr4	6088466	6141168	cccccc
Bm_chr13	16513919	16514232	Pi_chr4	10884958	10885241	cccccc
Bm_chr13	12323135	12323164	Pi_chr4	7849188	7849217	cccccc
Bm_chr13	7947823	7947906	Pi_chr4	5028961	5029038	cccccc
Bm_chr13	16339624	16357663	Pi_chr4	10734555	10747434	cccccc
Bm_chr13	10408800	10464440	Pi_chr4	6668696	6722840	cccccc
Bm_chr13	6688833	6780727	Pi_chr4	4279364	4334190	cccccc
Bm_chr13	7835541	7988920	Pi_chr4	5096278	5006152	cccccc
Bm_chr13	1789065	1865293	Pi_chr4	1329278	1270711	cccccc
Bm_chr13	10064723	10103011	Pi_chr4	6541049	6514865	cccccc
Bm_chr13	8077466	8103042	Pi_chr4	4984384	4972884	cccccc
Bm_chr13	1524762	1545087	Pi_chr4	1539371	1516710	cccccc
Bm_chr13	9391735	9392064	Pi_chr4	5963158	5962808	cccccc
Bm_chr13	9953482	9976854	Pi_chr4	6394623	6387634	cccccc
Bm_chr13	15150321	15175222	Pi_chr4	8992359	8978783	cccccc
Bm_chr13	14648803	14695609	Pi_chr4	9348516	9317783	cccccc
Bm_chr13	8595235	8595590	Pi_chr4	5436474	5436117	cccccc
Bm_chr13	7561688	7569829	Pi_chr4	4811874	4800879	cccccc
Bm_chr13	8252238	8275290	Pi_chr4	5214825	5205191	cccccc
Bm_chr13	7397728	7407562	Pi_chr4	4717271	4712438	cccccc
Bm_chr13	7223061	7223525	Pi_chr4	4587934	4587448	cccccc
Bm_chr13	1145264	1160080	Pi_chr4	1766931	1754355	cccccc
Bm_chr13	7369299	7382936	Pi_chr4	4704195	4698290	cccccc
Bm_chr13	12517291	12518117	Pi_chr4	7998355	7997415	cccccc
Bm_chr13	10165803	10172673	Pi_chr4	6481379	6479431	cccccc
Bm_chr13	938271	951990	Pi_chr4	839495	830843	cccccc
Bm_chr13	2401788	2412776	Pi_chr4	977522	953995	cccccc
Bm_chr13	4627768	4674942	Pi_chr4	3093952	3071005	cccccc
Bm_chr13	8995929	8996481	Pi_chr6	8428102	8427513	cccccc
Bm_chr13	8995313	8996481	Pi_chr8	620230	621433	cccccc
Bm_chr13	8995609	8996565	Pi_chr10	1131051	1132058	cccccc
Bm_chr13	8995927	8996481	Pi_chr10	5368695	5368104	cccccc
Bm_chr13	8995800	8996481	Pi_chr10	9373786	9373384	cccccc
Bm_chr13	8995383	8996304	Pi_chr14	2820399	2819436	cccccc
Bm_chr13	8996236	8996481	Pi_chr22	2256010	2255736	cccccc
Bm_chr13	8995979	8996313	Pi_chr22	1452032	1451667	cccccc
Bm_chr13	8995767	8996481	Pi_chr24	5425772	5426513	cccccc
Bm_chr13	8996232	8996481	Pi_chr25	724523	724810	cccccc
Bm_chr13	8995383	8996481	Pi_chr27	3998265	3999408	cccccc
Bm_chr13	8995269	8996481	Pi_chr30	1489657	1490946	cccccc
Bm_chr14	12863387	12869733	Pi_chr3	1923510	1923060	cccccc
Bm_chr14	8920824	8926344	Pi_chr11	3690526	3696707	cccccc
Bm_chr14	2485540	2626866	Pi_chr20	3855730	3923823	cccccc
Bm_chr14	4531074	4670782	Pi_chr20	4936756	5022784	cccccc
Bm_chr14	6353800	6520099	Pi_chr20	6072561	6218251	cccccc
Bm_chr14	4972797	5078251	Pi_chr20	5172758	5247223	cccccc
Bm_chr14	2758813	2981613	Pi_chr20	3982229	4123964	cccccc
Bm_chr14	5991741	6108057	Pi_chr20	5810039	5888940	cccccc
Bm_chr14	5775322	5843562	Pi_chr20	5678857	5741739	cccccc
Bm_chr14	5616194	5670569	Pi_chr20	5557113	5603614	cccccc
Bm_chr14	7006891	7126586	Pi_chr20	6575990	6670135	cccccc
Bm_chr14	4080262	4286881	Pi_chr20	4701777	4821533	cccccc
Bm_chr14	3167341	3336878	Pi_chr20	4221317	4319391	cccccc
Bm_chr14	4741843	4868303	Pi_chr20	5065594	5146589	cccccc
Bm_chr14	6628621	6697107	Pi_chr20	6286036	6333804	cccccc
Bm_chr14	4390964	4480501	Pi_chr20	4868423	4915042	cccccc
Bm_chr14	1513827	1531737	Pi_chr20	7508620	7535732	cccccc
Bm_chr14	10913029	10947143	Pi_chr20	1689778	1714150	cccccc
Bm_chr14	6758235	6866745	Pi_chr20	6381685	6475785	cccccc
Bm_chr14	11016364	11037808	Pi_chr20	1624652	1641420	cccccc
Bm_chr14	5151911	5222809	Pi_chr20	5305510	5359842	cccccc
Bm_chr14	6258836	6302951	Pi_chr20	6004898	6049648	cccccc
Bm_chr14	3971215	4012860	Pi_chr20	4648151	4658074	cccccc
Bm_chr14	8741458	8805610	Pi_chr20	2795220	2824275	cccccc
Bm_chr14	10814383	10836257	Pi_chr20	1642478	1656605	cccccc
Bm_chr14	1712571	1735382	Pi_chr20	8276645	8292505	cccccc
Bm_chr14	2023218	2102820	Pi_chr20	8081301	8116833	cccccc
Bm_chr14	12424261	12723857	Pi_chr20	712040	536054	cccccc
Bm_chr14	1563101	1742700	Pi_chr20	8378616	8273267	cccccc
Bm_chr14	232103	287418	Pi_chr20	7794009	7737983	cccccc
Bm_chr14	12807072	12889014	Pi_chr20	493785	424693	cccccc
Bm_chr14	9495489	9634123	Pi_chr20	2461424	2367369	cccccc
Bm_chr14	8022604	8155314	Pi_chr20	3305259	3228161	cccccc
Bm_chr14	6822159	6899164	Pi_chr20	6504895	6444081	cccccc
Bm_chr14	6907926	7021432	Pi_chr20	6566027	6513834	cccccc
Bm_chr14	9096435	9219340	Pi_chr20	2674853	2599286	cccccc
Bm_chr14	13098549	13130832	Pi_chr20	237563	211325	cccccc
Bm_chr14	11867826	12068479	Pi_chr20	1036969	907194	cccccc
Bm_chr14	9287370	9331926	Pi_chr20	2584758	2559303	cccccc
Bm_chr14	6396721	6423330	Pi_chr20	6133058	6114848	cccccc
Bm_chr14	13219308	13311834	Pi_chr20	144620	74011	cccccc
Bm_chr14	7661057	7708102	Pi_chr20	3503334	3464069	cccccc
Bm_chr14	11031967	11082538	Pi_chr20	1637840	1570756	cccccc
Bm_chr14	10741483	10811762	Pi_chr20	1778900	1724702	cccccc
Bm_chr14	8549743	8565104	Pi_chr20	2966156	2954256	cccccc
Bm_chr14	2223578	2299555	Pi_chr20	7982518	7925658	cccccc
Bm_chr14	297499	347076	Pi_chr20	7859773	7800602	cccccc
Bm_chr14	10360690	10366323	Pi_chr20	1885109	1879326	cccccc
Bm_chr14	8342931	8409016	Pi_chr20	3102803	3041602	cccccc
Bm_chr14	12358708	12372886	Pi_chr20	745038	734124	cccccc
Bm_chr14	12170087	12197887	Pi_chr20	841440	820505	cccccc
Bm_chr14	9383689	9425565	Pi_chr20	2531474	2510062	cccccc
Bm_chr14	8630490	8680049	Pi_chr20	2911005	2880831	cccccc
Bm_chr14	6520290	6524484	Pi_chr20	6218060	6209522	cccccc
Bm_chr14	7774612	7774988	Pi_chr20	3437737	3437394	cccccc
Bm_chr14	7243005	7261014	Pi_chr20	3744421	3728493	cccccc
Bm_chr14	1928663	1938214	Pi_chr20	8169793	8163360	cccccc
Bm_chr14	7542293	7595277	Pi_chr20	3563298	3531942	cccccc
Bm_chr14	2078527	2140021	Pi_chr20	8096663	8039312	cccccc
Bm_chr14	2056131	2056177	NW_026525664.1	5378672	5378626	cccccc
Bm_chr15	10101781	10118746	Pi_chr4	10063835	10075444	cccccc
Bm_chr15	10102344	10118746	Pi_chr4	10083894	10074398	cccccc
Bm_chr15	5441756	5480155	Pi_chr5	8043081	8068256	cccccc
Bm_chr15	1807528	1862097	Pi_chr5	10290864	10335149	cccccc
Bm_chr15	9203411	9265412	Pi_chr5	5830402	5854941	cccccc
Bm_chr15	7591261	7610931	Pi_chr5	6817295	6832570	cccccc
Bm_chr15	18275450	18297723	Pi_chr5	89302	104009	cccccc
Bm_chr15	13688012	13696824	Pi_chr5	3114263	3128734	cccccc
Bm_chr15	13202626	13214207	Pi_chr5	3434531	3443574	cccccc
Bm_chr15	13988140	14033859	Pi_chr5	2942786	2987704	cccccc
Bm_chr15	10743469	10749521	Pi_chr5	4952863	4957609	cccccc
Bm_chr15	1749994	1758771	Pi_chr5	10599770	10603623	cccccc
Bm_chr15	10371743	11448600	Pi_chr5	5225401	4461333	cccccc
Bm_chr15	4970937	6107861	Pi_chr5	8343742	7656369	cccccc
Bm_chr15	1419070	1830281	Pi_chr5	10671297	10312691	cccccc
Bm_chr15	11514565	11994309	Pi_chr5	4431509	4091265	cccccc
Bm_chr15	4581026	4904069	Pi_chr5	8570416	8384346	cccccc
Bm_chr15	12491871	12870797	Pi_chr5	3817411	3611199	cccccc
Bm_chr15	7986793	8518373	Pi_chr5	6615993	6288250	cccccc
Bm_chr15	8575596	8935789	Pi_chr5	6251725	6017741	cccccc
Bm_chr15	4144574	4425601	Pi_chr5	8814756	8644880	cccccc
Bm_chr15	13111071	13409657	Pi_chr5	3496471	3311016	cccccc
Bm_chr15	8996433	9346684	Pi_chr5	5991182	5788597	cccccc
Bm_chr15	3927187	4067836	Pi_chr5	8954631	8862111	cccccc
Bm_chr15	7569489	7819068	Pi_chr5	6840431	6714982	cccccc
Bm_chr15	226935	614611	Pi_chr5	11656957	11306986	cccccc
Bm_chr15	3519823	3854850	Pi_chr5	9225522	9003613	cccccc
Bm_chr15	14922540	15122385	Pi_chr5	2467410	2340763	cccccc
Bm_chr15	6677740	6865820	Pi_chr5	7372839	7260993	cccccc
Bm_chr15	15268179	15493195	Pi_chr5	2273015	2128566	cccccc
Bm_chr15	10214906	10308220	Pi_chr5	5324039	5264872	cccccc
Bm_chr15	9809973	10048966	Pi_chr5	5513162	5385215	cccccc
Bm_chr15	814221	1036813	Pi_chr5	11141909	10963982	cccccc
Bm_chr15	2052607	2133984	Pi_chr5	10160143	10097795	cccccc
Bm_chr15	6332477	6512286	Pi_chr5	7571634	7444213	cccccc
Bm_chr15	2474720	2552015	Pi_chr5	9865024	9804070	cccccc
Bm_chr15	2981244	3208899	Pi_chr5	9551952	9370941	cccccc
Bm_chr15	2230129	2352847	Pi_chr5	10027203	9939742	cccccc
Bm_chr15	7107564	7195546	Pi_chr5	7094867	7036961	cccccc
Bm_chr15	18070788	18206963	Pi_chr5	249603	144316	cccccc
Bm_chr15	12060050	12193002	Pi_chr5	4068741	3984240	cccccc
Bm_chr15	12258647	12376033	Pi_chr5	3944199	3879172	cccccc
